id,课程名,评论
96,Java大牛 带你从0到上线开发企业级电商项目,讲的很好，很多东西都是没接触过得，学习了很多
96,Java大牛 带你从0到上线开发企业级电商项目,很棒，非常好
96,Java大牛 带你从0到上线开发企业级电商项目,很详细，很给力
96,Java大牛 带你从0到上线开发企业级电商项目,非常棒，感谢Geely老师！
96,Java大牛 带你从0到上线开发企业级电商项目,很详细，很给力
96,Java大牛 带你从0到上线开发企业级电商项目,大爱Geely老师！
96,Java大牛 带你从0到上线开发企业级电商项目,环境配置那一部分，老师讲的真的很不错
96,Java大牛 带你从0到上线开发企业级电商项目,收获满满五星好评
164,全面系统讲解CSS 工作应用+面试一步搞定,之前早就把CSS学了一遍了，然而依然懵，看了这课程之后对基础概念和解决方案有了新的理解，有了更好的基础和理解角度，知道一些解决方案的背后原理，感觉好多了
164,全面系统讲解CSS 工作应用+面试一步搞定,基本把CSS能涉及到的知识点全部捋了一遍，非常详实，学完这门课感觉对CSS的整个脉络掌握的非常踏实，推荐！
164,全面系统讲解CSS 工作应用+面试一步搞定,一直都写后台项目，都是用UI框架的，都忘记了css怎么写了...这门课真的挺不错的，方方面面都有涉及，好评！！！
164,全面系统讲解CSS 工作应用+面试一步搞定,听到目前感觉还可以，希望老师在讲课的时候尤其是css一些效果，动画，可以多给一些参考的例子链接，让我们下去能自己多练习。
164,全面系统讲解CSS 工作应用+面试一步搞定,通过这门课程了解到了一些自己平时没有留意的东西，也解开了一些疑惑，很好。
164,全面系统讲解CSS 工作应用+面试一步搞定,老师讲的通俗易懂，有没有BFC的讲解呐？
164,全面系统讲解CSS 工作应用+面试一步搞定,很不错，简明扼要，就是更新太慢了，面试课程最好更新快一些
164,全面系统讲解CSS 工作应用+面试一步搞定,课程清晰明了，老师讲的很多细节问题平时会忽视，我还是在校学生，感觉学到很多，收货不少，理解的更深入
164,全面系统讲解CSS 工作应用+面试一步搞定,讲的特别清晰明了，很值得
165,跨平台混编框架 MUI 仿豆瓣电影 APP,师傅领进门，修习在个人，老师讲的是思路，是方法。编程本来就是一个不断学习，不断解决问题的过程。老师录这门课的时候和现在的代码肯定不一样，想一字不差照着写出来几乎是不可能的，也没有必要。唯有遵循老师的思路方法去改原有代码，再配合官方文档，这样才能学懂这门课。
165,跨平台混编框架 MUI 仿豆瓣电影 APP,怎么说呢 这个框架很轻量级吧..难度不是特别大，而且正巧之前学小程序的时候用的也是豆瓣的接口，所以很多东西学起来很顺畅，不过还没开始撸代码，只是看了一小半，感觉思路清晰，讲的也不错，今天用hbuilder写的时候发现各种版本上的问题，这门课才出来2个星期吧 ，但是他的官方ide已经开始更新了新的东西，不是很友好。需要自己踩坑。
165,跨平台混编框架 MUI 仿豆瓣电影 APP,"目前看到第5章第一节,刚又遇到了一个报错还没有解决. 对于MUI这个框架感觉配合他天生的IDE--HBuilder来说居然出奇的不友好,从开始因为版本的原因造成各种莫名其妙的报错,一直到官方去反馈得到解决办法来说,学习的道路上还是挺不顺利的.不过还是要说老师的课讲的条理还是挺清楚的,只是对于看官方文档有障碍的小白的我来说遇到一些问题还是没有能力自己解决的---因为这些问题貌似都是因为MUI自己的锅..."
136,全网最热Python3入门+进阶 更快上手实际开发,之前在自学python的路上跌跌撞撞还迷过路。七月老师的内容细致且容易理解，学习到了很多之前不知道但是很重要的知识点，有种恍然大悟的感觉，很庆幸能遇到七月老师的课。
136,全网最热Python3入门+进阶 更快上手实际开发,我是被小伙伴们传销过来的，听说是300血赚，3000不亏！dog脸.jpg
136,全网最热Python3入门+进阶 更快上手实际开发,听了3门付费课程，这是最好的，没有之一，其他老师有可能技术比七月老师优秀，但不见得能把课程的精髓讲得通俗易懂。
136,全网最热Python3入门+进阶 更快上手实际开发,课程开始到七八章的时候就想来评论，但看到别的同学说老师对面向对象的讲解非常透彻，所以决定把后面都听完再来。自学python2，后来为了面试去看很多关于装饰器啊闭包啊垃圾回收内存泄漏啊各种关键字啊with方法啊这种博文，自己看起来确实很难理解，因为大多数人会写“这东西是什么”，但老师是告诉我们“为什么这东西是这样”或者“在什么场景适应什么需求有什么好处才会用这东西”，这让我们对知识本身会有更深刻的理解，而且在听课过程中思考的各种问题，老师都会在接下来的一两分钟提到（真是一件神奇的事情），这足以证明老师对课程和对同学所问的问题是非常精心的归纳、整理和准备的，收获真的很多！谢谢老师！
166,Kotlin打造完整电商APP 模块化+MVP+主流框架,这门课应该是除书本以外，讲的最有实战，满满的都是干货，还学到了我开发android 这么久都没有注意的一些技巧，最最关键的是老师有问必答，负责到底的精神，不过我建议不是实在搞不定的还是不要谁便问，先百度，后谷歌，实在不行就问老师，一定能解决
166,Kotlin打造完整电商APP 模块化+MVP+主流框架,找了很久才找到kotlin实战视频。老师讲得非常好，看完第二章我就知道这门课程没有选错。不仅使用kotlin来做开发，还运用了MVP、模块化还有很多第三方的主流框架，这些都是在平时开发过程中经常会运用上的技术。还没看完，感觉提升了不少，很期待看完整个课程之后的成长，谢谢老师。
166,Kotlin打造完整电商APP 模块化+MVP+主流框架,"整体看了下整个项目的每个章节的介绍,发现每个章节的内容都是很实用的,也发现自己缺的东西很多,好好学吧,这个课程可以帮我有个质的飞跃.老师讲课也很细,完全不用担心会有听不懂的时候"
166,Kotlin打造完整电商APP 模块化+MVP+主流框架,"课程内容非常丰富, 为自己写app提供很多规范, 学到很多新知识. 既熟悉了kotlin,又学了新框架,收获颇丰.
以前没有使用过retrofit, mvp, dagger和rxandroid, 学习起来相当吃力. 不过老师几篇手记让我理解起来轻松了许多. 
必须强调: 老师负责的态度.如weixin_Siact同学所说,不是实在搞不定的还是不要谁便问,自己解决问题能力很重要啊"
166,Kotlin打造完整电商APP 模块化+MVP+主流框架,"讲的很细致,课程中用到的一些框架,原来虽然听过,但没有在项目中应用,这次也学到如何应用了,很赞!"
167,BAT大牛亲授 基于ElasticSearch的搜房网实战 ,"课程很好，表示有了更好地切入新知识点经验的方式。
没讲太多细节的事情，但我觉得这样的节奏才好，毕竟了解和指导了各种概念，细节是要学习者自行查资料掌握的，但可能对一些新手有些吃力哈。
希望以后会谈更多一些 实际工作中使用的感受。"
167,BAT大牛亲授 基于ElasticSearch的搜房网实战 ,"建议学这门课的，前提一定要会spring boot spring security,因为老师重点是es，所以这些老师只是带着写一遍，但是为什么这样去写没有过多的描述，可能是时间关系，所以一点不懂的，会看着很吃力。但是老师是一个完整的项目，所以说如果各个姿势点都懂的话，然后通过这个项目把技术运用在完整的项目中，对自己提高还是很大的。"
167,BAT大牛亲授 基于ElasticSearch的搜房网实战 ,课程里好多干货，希望下一次课程有更多的惊喜带给我们。
167,BAT大牛亲授 基于ElasticSearch的搜房网实战 ,课程相当不错，知识点很全面，es和地图讲解很不错，期待老师后续课程
167,BAT大牛亲授 基于ElasticSearch的搜房网实战 ,线上教育体验最好的一家，课程练手也很不错，就是希望课程再深入一些
167,BAT大牛亲授 基于ElasticSearch的搜房网实战 ,课程相当不错，知识点非常全面，好课程，好好学，谢谢老师！
167,BAT大牛亲授 基于ElasticSearch的搜房网实战 ,可能是我不大了解SpringBoot，课程看着稍有吃力，看完5章多，期待后面ES的内容，期待老师能讲一些ES的封装，以及5.6版本到6.0及更高版本的升级封装，另外想问下老师ES在智能推荐房源方面可有用武之地？谢谢老师！
